79,0.3,8.925,20.5,124,5,54,23,3589,185,1335,932,89,3,31,19,62,3,29,7,35,1,2,37,0,0,1,50,294,73,216,372
76,0.285714286,5.987012987,20.41558442,54,0,14,19,9892,316,3833,2571,187,3,33,70,125,1,23,44,41,1,2,114,700,0,0,7,435,30,90,2279
71,0.291666667,10.69444444,20.27777778,41,3,11,13,4825,166,1942,1301,122,7,31,59,268,13,71,124,38,1,2,1,300,30,1,14.2,156,30,90,2092
32,0.341587372,4.774324306,17.57406067,4,0,0,2,7,0,1,3,5,0,0,2,6,0,1,3,48,1,0,9,800,10,1,7,53,68,216,1059
3,0,6.5,9.75,4,0,2,0,164,4,84,17,5,0,2,0,4,0,1,0,43,1,2,15,100,10,0,13.4,170,39,100,1114
34,0.305469179,7.619498811,19.38417779,8,0,8,0,240,2,150,12,12,0,7,0,6,1,3,1,41,1,2,14,100,0,1,20.6,5,23,62,254
42,0.285714286,6.666666667,20.16666667,63,2,26,13,831,35,381,150,88,3,27,26,37,1,12,9,23,0,1,8,600,10,1,20,63,64,216,2059
38,0.282051282,10.30769231,20.17948718,90,1,34,22,2427,87,851,660,141,4,33,45,47,3,8,20,37,0,1,26,700,0,1,7,429,74,62,731
35,0.194444444,10.11111111,17,56,4,19,18,1373,54,385,485,157,12,29,70,90,4,23,35,37,1,2,43,200,0,1,30,346,73,216,1843
15,0.291085271,8.006744186,16.46906977,4,2,2,0,8,3,4,1,4,3,3,0,4,3,3,0,48,0,1,7,300,10,1,14.8,14,41,216,526
75,0.289473684,1.684210526,21.84210526,119,1,58,5,5374,75,3459,199,249,8,144,26,288,12,160,40,24,1,2,42,600,210,0,43,387,106,90,1610
86,0.275862069,5.379310345,21.37931034,113,3,54,11,2605,43,1601,229,117,1,66,5,96,0,47,4,29,0,2,68,800,650,1,43,383,68,62,719
11,0.363636364,9.454545455,18.63636364,7,0,5,0,73,0,40,3,10,0,7,0,16,0,8,0,27,0,0,24,400,110,0,25.2,172,106,90,83
65,0.257575758,7.772727273,18.77272727,17,2,9,6,1727,71,891,347,57,4,31,16,32,4,17,7,18,1,1,25,300,10,1,7,263,78,110,1342
51,0.326923077,12.71153846,16.82692308,6,0,0,0,128,5,28,26,22,0,2,6,15,0,0,4,62,0,2,11,100,160,1,29.6,204,23,219,353
30,0.4,11.8,13.76666667,5,0,4,1,91,11,47,12,5,1,2,1,7,2,4,2,39,0,2,24,100,10,1,27.4,840,23,100,980
5,0.2,8.6,14.8,13.6,0,7.8,2,81,2,42,6,11,1,8,1,65,2,38,5,31,0,2,12,0,0,1,35.8,155,106,90,1782
5,0,6.2,16.2,14,0,10,2,2485,18,1594,101,85,0,55,8,64,0,44,3,28,0,2,42,400,70,1,28.6,89,68,100,1114
49,0.326530612,6.87755102,20.16326531,37,3,22,4,192,4,101,23,54,4,28,10,58,1,27,10,31,0,1,65,200,0,1,20,85,59,216,1389
44,0.272727273,10.84090909,17.90909091,96,1,50,15,400,13,152,107,80,2,27,19,66,0,22,21,64,0,1,11,400,30,0,7,371,58,90,83
91,0.282608696,5.423913043,19.04347826,72,5,34,18,964,39,406,208,88,11,38,30,42,3,13,17,37,0,1,37,200,0,1,7,415,73,100,1974
39,0.3,12.75,18.15,11,1,6,1,326,30,203,53,21,1,13,2,29,3,15,8,22,0,1,6,800,20,1,14.2,1880,23,62,687
5,0.2,12.4,12.6,42,0,27,1,650,8,407,29,52,0,28,2,26,0,14,2,51,0,1,44,100,0,0,28.6,267,106,90,1610
43,0.266570504,5.060971949,19.32002768,75,3,21,35,882,40,302,332,108,7,21,58,75,4,10,44,55,0,2,33,600,0,1,18.4,18,68,62,1371
15,0.333333333,18.13333333,20.66666667,57,6,26,13,291,23,138,56,22,1,7,7,19,3,4,8,34,1,2,19,300,0,1,43,519,73,62,136
51,0.333333333,7.274509804,19.88235294,133,6,36,47,658,41,178,243,159,7,27,60,140,7,20,64,46,1,2,54,900,0,1,28.6,526,73,216,1704
89,0.288888889,6.633333333,17.6,7,0,4,0,422,4,247,23,25,0,17,1,82,1,54,3,56,0,1,33,200,60,1,14.2,465,29,100,1006
43,0.348837209,7.837209302,18.02325581,102,2,62,4,1075,12,620,86,43,0,25,2,46,0,28,2,18,0,2,17,0,0,1,28.6,606,64,219,1281
5,0.4,15.8,15.8,1,1,1,0,11,2,7,0,1,1,1,0,1,1,1,0,44,0,1,2,800,0,1,20,87,106,90,327
66,0.299280397,2.647398677,21.2384574,47,0,28,3,590,11,353,40,53,1,32,1,36,0,25,0,23,0,0,44,500,0,1,30.4,116,23,62,2069
24,0.333333333,7.5,16.29166667,4,0,1,0,114,3,84,7,17,1,11,1,13,0,7,0,26,0,2,16,700,0,1,7,608,106,90,1610
82,0.265060241,4.855421687,20.20481928,51,3,29,11,2365,64,1176,410,51,1,21,12,27,2,16,5,19,0,1,11,200,0,1,21.4,561,23,62,719
30,0.257510906,8.66827531,17.36786541,33,3,10,10.6,2,0,0,0,1,0,0,0,2,0,0,0,32,1,2,5,100,0,0,29.8,11,23,100,1759
47,0.300169082,8.436364734,18.09442029,1,0,0,1,8,0,0,3,4,0,0,2,2,0,0,2,59,1,1,13,600,40,1,10.6,7,73,216,1950
80,0.271604938,5.432098765,20.34567901,410,18,114,141,9820,410,3312,3026,393,16,75,159,280,13,69,110,81,1,2,66,0,0,1,7,402,68,216,221
57,0.310344828,3.431034483,16.94827586,2,0,0,1,1985,53,1362,127,38,1,24,2,21,0,11,3,23,0,2,21,700,10,1,28.8,583,64,110,756
75,0.25,7.026315789,19.26315789,44,4,23,6,693,41,398,81,71,9,39,11,26,3,19,3,18,0,1,47,0,0,0,35.8,610,68,100,1896
35,0.257142857,7.714285714,15.42857143,36,3,21,3,589,19,333,70,62,2,31,5,45,0,22,6,31,0,1,32,500,10,1,35.8,1726,68,216,958
30,0.290322581,9.580645161,15.29032258,2,0,1,1,391,25,206,74,12,1,5,3,9,0,1,3,29.6,0,1,48,460,30,1,36.8,618,23,39,1712
74,0.266666667,5.893333333,19.8,21,0,9,5,1184,42,659,169,40,0,21,5,50,1,24,9,23,0,2,51,900,10,1,7,631,68,62,2219
92,0.279569892,5.279569892,21.94623656,4,0,0,0,499,11,295,46,34,0,14,3,237,3,157,12,30,0,2,54,900,0,1,15.2,484,68,40,2229
51,0.196078431,4.274509804,16.43137255,97,6,74,3,3964,120,2608,309,147,8,114,10,48,1,33,1,26,0,1,56,600,20,1,35.8,226,68,110,1180
30,0.343354341,6.122791306,20.32623419,108,7,52,25,1003,66,464,264,165,17,75,42,160,12,76,36,45,0,1,39,800,10,1,16.8,19,68,110,1058
43,0.227272727,7.545454545,16.95454545,7,0,6,0,646,10,413,30,23,0,16,0,8,0,5,0,27,0,2,11,300,30,1,38.4,186,64,216,1562
89,0.255555556,2.366666667,22.15555556,11,0,2,1,684,8,324,63,50,0,21,1,52,0,24,0,42,0,1,39,400,50,1,43,511,98,216,1059
1,1,12,13,3,0,1,0,88,1,48,7,9,0,3,0,51,2,28,5,67,0,0,21,200,60,0,3,58,73,100,1346
57,0.298245614,8.807017544,19.89473684,379,13,155,93,3736,140,1400,1057,342,17,99,119,343,12,67,159,67,1,2,55,800,0,1,7,147,23,100,2000
82,0.289156627,6.265060241,16.61445783,33,1,21,1,1565,75,405,533,426,19,92,191,11,0,7,1,20,0,2,48,300,0,0,21.4,535,68,216,2188
1,0,11,11,1,0,0,0,12,1,3,4,2,0,0,0,3,0,1,0,49,0,0,8,900,0,1,6.2,69,23,216,436
23,0.304347826,3.434782609,15.26086957,29,2,14,8,501,14,272,87,65,4,30,18,45,1,19,9,23,0,2,33,800,260,1,7,644,58,90,2092
69,0.280950222,4.12675125,19.87431246,19,1,14,1,1024,8,572,83,30,1,18,2,9,0,7,0,45,0,2,74,700,90,1,22,25,88,90,782
1,0,11,14,9,0,7,0,116,1,68,0,20,0,11,0,6,0,4,0,21,0,2,11,100,50,1,25.4,45,29,110,1637
58,0.310344828,13.39655172,21,40,1,13,14,2279,64,804,670,140,10,34,76,75,3,16,30,50,1,2,26,0,10,0,43,555,73,100,703
31,0.290322581,15.22580645,17.93548387,1,0,0,0,129,5,82,14,8,0,3,1,1,0,0,0,24,0,1,7,200,0,1,7,612,78,62,815
58,0.253882496,8.074960193,18.22763425,21,1,3,9,174,9,50,60,32,0,5,13,34,0,7,12,36,0,2,14,0,0,1,3,4,73,100,44
88,0.269662921,2.741573034,21.85393258,186,7,101,31,6871,175,3774,1049,194,6,100,34,105,4,52,20,18,0,1,15,400,0,1,7,302,73,62,2073
77,0.294871795,1.487179487,21.62820513,21,0,6,5,2460,79,1331,339,62,0,33,10,66,1,40,11,31,0,1,49,600,10,0,43,164,68,216,1740
8,0.156666667,11.45666667,19.37333333,4,2,3,3,89,8,30,33,16,4,5,8,16,3,6,9,44,1,2,13,100,0,1,36,14,23,110,756
40,0.240988613,11.31018634,17.34612319,11,1,4,1,109,4,46,14,24,2,6,6,76,8,37,15,36,0,1,37,500,40,0,28.6,710,68,62,830
38,0.234832193,7.063004236,17.48366895,2,0,2,0,163,3,101,15,3,0,1,0,9,0,3,0,23,0,1,13,600,10,1,20.4,13,26,90,83
18,0.388888889,6.611111111,15.55555556,22,1,14,5,430,9,275,47,19,0,15,4,15,0,10,2,22,0,1,11,200,0,1,15.4,139,23,110,1336
65,0.323076923,10.43076923,18.81538462,207,13,52,69,810,47,215,260,191,10,34,77,76,6,13,29,38,1,2,80,800,0,1,18,106,73,62,1491
88,0.292134831,6.415730337,21.17977528,80,2,40,10,903,13,467,86,36,1,20,6,30,1,16,6,40,0,2,40,200,0,0,21.4,565,73,216,1973
87,0.295454545,8.238636364,21.14772727,119,10,63,21,3258,203,1354,718,127,7,37,44,66,5,27,24,67,0,2,29,600,30,1,40,381,106,90,83
31,0.264177489,10.03,15.35452381,9,1,4,0,47,1,12,9,10,1,3,1,28,1,7,6,70,1,2,17,600,10,1,12,11,73,62,2219
91,0.27173913,7.347826087,21.25,16,1,12,1,573,33,316,66,21,1,14,4,51,3,26,4,21,0,2,24,900,130,0,36,521,23,100,769
45,0.282608696,5.086956522,20.30434783,74,1,52,4,2327,70,1516,167,157,4,99,13,60,5,39,6,60,0,1,29,900,0,0,43,448,73,100,1644
60,0.295081967,8.770491803,16.06557377,16,0,11,0,746,14,531,40,28,0,24,0,27,0,18,0,25,0,2,28,700,260,0,14.2,327,106,90,1610
91,0.282608696,7.043478261,20.5,76,9,35,18,2588,141,912,622,91,12,28,39,65,3,13,23,51,1,1,15,800,0,1,12,254,23,216,1625
45,0.333333333,12.02222222,16.93333333,22,2,9,2,512,15,230,98,40,1,11,13,36,1,11,11,39,0,2,19,0,0,0,24.6,99,73,100,903
92,0.279569892,3.612903226,22.05376344,329,16,135,89,12950,713,4186,4371,481,27,116,187,152,10,34,76,59,1,2,71,300,10,1,7,155,68,219,1996
15,0.4,9.666666667,11.26666667,93,1,57,7,146,4,63,19,4,0,0,0,13,0,5,2,20,0,1,45,0,0,0,14.2,500,68,216,2188
47,0.255319149,0.595744681,22.19148936,175,4,117,6,10923,250,6716,1036,342,6,215,23,125,4,81,7,24,0,2,53,600,0,1,43,602,53,90,782
6,0.166666667,15.83333333,18.33333333,8,0,1,3,90,7,27,30,87,3,10,40,15,0,0,5,42,0,2,7,0,50,1,20,438,73,62,1205
79,0.291139241,4.265822785,19.43037975,21,0,10,1,632,27,354,84,38,1,20,2,42,1,14,10,25,0,1,21,400,30,0,43,633,73,100,1403
86,0.275862069,2.298850575,20.75862069,54,0,38,1,3922,84,2337,381,130,3,85,7,109,0,72,2,25,0,2,16,500,1670,0,15.2,153,106,90,2279
76,0.286030768,4.754628727,21.12878855,34,0,18,4,793,27,455,94,153,8,84,24,118,3,66,6,32,0,1,31,800,10,1,7,15,68,216,2048
60,0.266666667,1.45,21.4,51,4,29,6,1220,62,652,185,31,4,19,5,20,2,12,2,24,0,1,14,200,0,1,28.6,187,82,90,702
82,0.277108434,10.5060241,20.30120482,406,12,150,130,14140,579,5910,3831,390,11,106,160,354,15,116,144,69,1,2,71,300,20,1,43,432,106,90,1444
66,0.298507463,9.895522388,17.6119403,213,6,58,79,13436,629,3309,5537,273,6,48,105,231,6,33,127,59,1,2,49,900,0,1,21.4,233,73,62,1008
68,0.338235294,7.485294118,19.23529412,191,6,112,39,3129,99,1131,862,82,2,20,34,65,1,12,23,35,1,2,24,900,0,0,28.8,542,29,40,2149
49,0.265306122,4.040816327,20.06122449,177,1,123,4,1638,29,1011,75,245,3,153,8,165,0,115,8,41,0,2,43,800,220,1,7,124,73,100,292
66,0.28358209,5.044776119,20.47761194,87,5,48,10,3759,128,1839,662,110,13,38,30,49,7,19,11,20,0,1,41,700,0,1,15.6,658,9,90,2279
19,0.157894737,5.894736842,14.26315789,6,0,4,1,355,11,247,28,15,0,9,1,12,0,5,2,23,0,0,12,200,0,1,21.6,149,29,110,756
35,0.285714286,11.22857143,17.22857143,62,3,19,18,146,9,63,43,75,6,19,28,32,1,13,8,32,1,2,21,700,90,0,7,224,73,216,263
75,0.289473684,1.210526316,20.14473684,48,1,33,4,1063,13,629,53,121,0,77,8,421,10,296,23,31,0,2,14,100,0,0,28.6,483,30,90,782
46,0.357411892,4.309525929,19.74839207,8,0,7,0,620,18,410,68,31,1,22,4,124,2,89,8,30,0,1,26,100,10,0,12,13,106,90,782
42,0.280938924,8.112389086,18.47974225,6,0,5,0,472,4,313,19,28,0,16,2,36,1,23,2,30,0,1,26,200,0,0,20.6,189,106,90,1610
44,0.333333333,10.26666667,17.11111111,30,4,10,10,655,42,220,198,67,6,13,22,33,2,5,11,28.8,0,2,40,300,12,1,29,571,73,62,2036
65,0.276396182,6.268610602,20.42290341,3,1,1,1,357,7,153,26,23,2,11,4,45,1,22,5,30,0,2,34,600,40,1,21.6,1705,68,216,1913
35,0.387,11.346,18.764,2,0,0,1,92,3,15,34,27,0,5,11,31,1,5,17,57,1,2,13,0,10,1,8,7,23,216,584
79,0.316455696,5.835443038,19.97468354,43,2,25,3,3271,103,1829,497,87,2,48,13,106,1,67,12,21,0,1,13,0,0,1,7,616,26,90,83
56,0.298245614,11.63157895,15.9122807,67,6,30,17,314,15,198,24,9,0,7,0,6,0,3,0,28.4,0,2,28,440,6,1,35.8,693,106,90,772
12,0.25,14.75,16.83333333,17,0,12,0,57,3,33,3,4,0,3,0,2,0,2,0,19,0,1,20,900,0,0,3,257,64,100,706
1,1,10,10,4,1,1,1,6,1,1,1,2,0,0,0,2,1,1,0,40,0,2,5,300,0,1,15.8,47,29,62,2061
6,0.333333333,14.33333333,19.83333333,227,11,88,77,608,26,251,166,32,2,6,11,8,0,1,3,49,1,2,33,800,190,1,35.8,596,106,90,782
1,1,17,19,4,0,0,1,129,1,59,16,9,0,2,0,6,0,2,1,66,0,2,20,900,60,0,47,29,23,100,727
92,0.279569892,3.032258065,21.79569892,14,1,9,2,609,29,238,120,54,3,18,14,28,3,10,6,20,0,2,24,300,0,1,43,515,23,216,85
28,0.264135887,6.767183463,15.11857425,8,0,5,1,19,0,9,1,6,0,2,1,6,0,3,1,41,0,2,14,800,0,1,16.8,17,73,62,2036
80,0.308641975,5.604938272,20.71604938,229,15,84,90,3229,159,975,1156,348,28,85,157,47,3,10,26,67,0,1,76,600,20,1,7,252,73,216,1063
5,0.4,15.4,19.2,5,0,1,0,80,1,29,26,16,0,2,7,4,0,0,1,27,0,2,5,700,40,1,35.8,544,23,110,2207
63,0.34375,11.203125,18.140625,15,0,4,1,152,1,51,41,16,0,5,6,31,2,8,6,19,0,1,26,900,200,1,14,142,74,62,830
72,0.277777778,3.125,21.19444444,65,2,37,8,1479,45,704,238,80,3,46,12,50,3,24,9,43,0,2,70,200,570,1,15.6,232,68,62,258
20,0.287321429,10.38848214,18.58526786,1,0,1,1,1,0,1,1,1,0,1,1,24.4,1.4,10,4,18,0,2,1,900,0,0,3,13,29,100,927
92,0.279569892,2.602150538,21.62365591,60,1,33,7,5113,184,3017,748,123,6,68,26,134,4,70,36,18,0,2,60,800,0,1,7,162,106,90,83
23,0.313724933,7.246236025,20.05055901,30,4,12,8,323,18,121,104,94,6,26,41,74,6,25,29,18,1,1,43,600,50,1,13.4,17,68,62,931
82,0.277108434,1.674698795,22.27710843,35,2,23,4,1294,40,713,168,79,2,50,8,60,1,40,5,27,0,1,66,700,10,1,29.6,294,68,216,23
51,0.294117647,14,18.74509804,64,1,36,5,185,2,96,20,12,0,9,0,17,0,11,0,22,0,2,58,900,0,1,21.4,772,68,100,769
82,0.277108434,4.843373494,18.3373494,1,0,0,0,232,4,145,6,7,0,5,0,6,0,3,0,26,0,2,59,300,130,0,28.6,447,9,90,1189
22,0.383505255,9.099617277,15.59491039,2,0,0,0,17,0,10,0,3,0,0,0,2,0,0,0,32,0,2,17,0,0,0,21.4,18,68,100,30
31,0.302002063,8.140165911,16.67815583,14,3,5,5,267,14,98,70,19,2,5,6,47,2,8,19,23,1,2,13,300,0,1,15.6,8,23,216,584
1,0,20,20,34,1,9,7,469,21,159,122,77,3,22,23,33,1,6,11,50,0,2,31,100,20,0,43,518,68,100,845
31,0.295333333,5.543,19.74583333,36,1,10,17,591,41,124,280,59,3,11,29,90,8,13,46,39,0,2,27,800,70,1,15.4,14,68,216,263
8,0.25,7.625,11.5,30,2,21,0,393,13,241,56,28,1,16,1,16,0,13,1,18,0,2,34,100,40,1,8.4,182,106,90,83
1,0,2,2,14,0,10,0,650,16,387,60,26,1,20,2,35,2,16,6,30,0,1,23,900,40,0,34.4,39,68,216,198
28,0.353002859,9.127176744,16.00295372,16,1,7,3,151,5,79,24,15,1,7,0,13,1,8,1,51,0,1,23,200,10,1,15.4,10,73,216,1436
68,0.323529412,9.25,20.35294118,121,6,35,42,5857,360,2005,1775,162,14,38,56,118,5,42,38,37,1,1,43,900,0,0,43,1308,74,62,1714
3,0,16,16.66666667,24,0,18,2,259,7,142,31,18,0,12,3,17,0,14,1,21,0,1,19,300,0,1,22.4,62,64,40,1362
40,0.219512195,6.780487805,21.14634146,14,0,10,2,1183,27,619,179,25,0,12,5,31,0,12,3,29,0,1,20,900,0,0,21.4,225,30,90,1782
53,0.264150943,3.811320755,18.79245283,52,3,34,7,1580,36,1038,71,65,4,44,8,70,3,43,6,23,0,1,19,100,200,1,24,288,106,90,592
79,0.278481013,5.810126582,21.69620253,41,0,26,4,696,40,305,168,108,9,33,35,42,5,16,9,25.4,0,1,32,460,8,0,28.8,628,23,62,86
32,0.181818182,5.03030303,15.09090909,31,2,18,6,699,11,394,75,9,0,8,1,9,1,8,1,33,0,1,31,500,10,1,23.8,162,23,100,2030
19,0.24965499,10.48504049,14.66870005,2,0,0,2,2,0,0,2,14.6,0.8,7.6,2.2,14,0.6,7,2.2,39,0,1,1,900,0,1,14.2,5,54.2,113.6,931.4
3,0.333333333,19.66666667,19.66666667,69,1,37,5,1515,73,824,244,100,2,54,12,51,2,30,5,43,0,1,45,400,0,1,29.6,48,106,90,83
1,0,21,21,16,0,9,2,219,8,137,9,15,1,10,2,8,1,2,1,33,0,1,24,300,0,1,17.6,128,68,216,1973
34,0.345974026,5.083798701,19.03459957,32,1,16,4,334,13,198,46,26,2,12,4,21,2,6,4,26,0,1,10,400,10,0,20,6,29,100,927
90,0.285714286,4.076923077,21.97802198,176,6,59,60,3032,157,817,1152,247,8,43,104,144,6,20,69,47,1,2,41,800,0,1,7,562,73,62,978
20,0.4,7.8,16.7,20,0,11,0,565,10,387,20,27,1,17,0,24,0,16,1,28,0,2,14,200,0,0,14.2,307,23,100,2268
34,0.294117647,8.205882353,19,62,1,40,6,1016,11,622,78,108,2,65,8,27,0,17,2,31,0,1,15,600,0,1,21.4,196,23,216,932
60,0.295081967,11.40983607,18.04918033,126,6,39,37,3880,127,960,1500,117,7,32,43,26,1,5,17,55,1,2,19,500,0,1,21.4,386,68,62,1011
90,0.288888889,2.133333333,21.87777778,195,11,137,7,3155,101,1919,310,378,10,253,19,95,4,59,5,26,0,1,70,200,10,0,35.8,543,9,90,782
68,0.282742104,4.431645572,20.57258093,42,2,30,0,1079,48,637,132,72,3,48,5,107,2,74,6,37,0,2,39,400,0,1,30,16,9,90,2279
49,0.295417648,6.865305644,17.952792,6,0,3,0,120,7,71,17,21,2,12,4,16,0,8,2,40,0,1,22,600,0,1,14.4,265,68,62,931
28,0.285714286,12.10714286,19.42857143,211,9,101,41,948,58,341,291,171,14,35,65,127,8,26,63,59,1,2,44,500,0,0,35.8,578,73,100,949
75,0.25,6.947368421,19.76315789,33,0,8,12,862,36,283,271,58,2,12,24,45,3,9,19,28,1,1,9,500,0,1,7,310,29,110,1180
89,0.255555556,3.411111111,20.41111111,75,1,45,7,7289,356,2871,2094,382,29,105,136,113,6,35,41,47,1,1,53,500,0,1,6.2,162,68,62,1314
72,0.222222222,9.805555556,19.65277778,2,0,1,0,410,11,228,34,22,3,14,4,11,0,6,1,27,0,1,33,400,20,1,43,329,68,62,773
39,0.282051282,13.94871795,17.48717949,16,1,3,3,102,1,28,32,30,2,4,12,3,0,0,2,49,1,2,4,800,10,1,29.8,315,23,216,1778
8,0.25,12.375,18.125,11,1,5,3,176,6,78,34,22,1,10,7,8,0,1,4,66,1,2,38,800,180,0,22.6,197,23,100,2016
22,0.272727273,4,22.27272727,42,3,16,10,615,38,262,151,154,19,45,52,80,9,33,24,22,0,1,6,800,0,1,21.2,45,59,216,485
32,0.25,14.5,16.5625,10,0,5,1,385,26,178,83,12,1,6,0,16,3,8,3,19,0,2,12,800,150,1,7,306,106,90,1610
11,0.363636364,11.63636364,15.45454545,53,4,30,11,250,13,137,47,60,1,26,11,55,1,29,11,48,0,1,28,600,110,1,43,156,9,90,702
3,0.333333333,12.33333333,14,16,1,4,6,93,3,38,22,26,1,5,10,13,1,1,6,33,1,2,23,300,30,1,25.4,242,68,100,1599
52,0.326923077,10.15384615,18.90384615,86,6,25,25,1081,57,359,357,137,8,31,50,84,1,10,31,34,1,2,27,900,0,0,16.4,275,73,62,2269
25,0.423076923,13.5,15.73076923,11,0,2,1,245,10,80,59,42,2,10,15,11,0,0,5,61,1,2,11,200,0,1,7,396,23,216,584
16,0.25,12.3125,14.625,5,0,1,0,810,6,502,12,13,0,6,0,8,0,4,0,33,0,2,19,500,30,1,12,405,23,216,575
22,0.285347985,8.098534798,19.69157509,27,3,11,10,38,5,13,15,11,4,5,5,8,4,4,3,26,0,1,26,0,0,0,28.4,14,68,216,167
34,0.358548872,10.91255639,17.21897744,12,0,8,0,160,7,82,10,14,0,7,0,25,1,16,1,87,0,2,49,800,0,0,7.6,19,106,90,782
9,0.222222222,2.666666667,21.55555556,81,2,54,7,1567,55,1014,139,104,4,77,5,88,4,74,4,37,0,2,38,100,110,1,15.2,35,106,90,782
64,0.307692308,6.615384615,21.86153846,73,1,49,5,3862,97,2390,334,120,1,71,16,113,2,69,11,23,0,2,56,200,0,1,43,1175,68,216,1242
64,0.296875,3.9375,20.390625,40,0,13,10,582,20,297,99,43,0,15,7,29,0,20,1,25,0,1,18,200,420,1,25.4,281,73,62,683
79,0.2875,10.2875,17.7375,5.4,0,2.8,1.2,19,1,6,5,3,0,1,0,4,0,2,0,38,0,1,22,300,40,1,28.6,412,106,90,2135
50,0.24,7.62,18.78,9,1,4,3,417,13,234,52,33,1,16,4,83,0,47,6,30,0,1,30,0,90,0,15.2,103,73,100,150
91,0.282608696,1.065217391,22.72826087,136,4,93,5,5699,150,3661,306,728,21,478,26,194,2,115,10,32,0,2,51,200,10,1,28.8,691,106,90,83
40,0.219512195,6.536585366,17.56097561,37,0,24,2,2187,39,1467,116,38,1,25,2,20,0,11,0,26,0,1,24,0,10,1,48,624,73,62,342
82,0.301204819,5.024096386,19.44578313,220,5,141,22,5415,125,3330,559,491,14,277,72,182,6,106,22,22,0,1,31,800,0,1,21.4,595,78,110,756
14,0.428571429,5.571428571,19.85714286,2,0,2,0,233,2,158,8,10,0,9,0,13,0,11,0,28,0,1,24,400,30,1,35.8,1673,106,90,1892
68,0.246376812,6.057971014,19.2173913,8,0,4,0,1534,41,775,216,20,1,12,1,25,1,16,2,20,0,1,1,800,0,1,7,663,29,62,1016
71,0.291666667,7.472222222,15.81944444,10,0,7,0,1317,31,915,67,37,1,27,2,11,0,8,0,25,0,2,37,900,790,1,43,686,106,90,237
78,0.291139241,11.97468354,17.29113924,36,3,22,5,553,22,289,104,106,8,54,33,135,3,88,18,41,0,1,32,900,130,0,43,705,68,216,198
60,0.262295082,9.672131148,17.29508197,69,3,52,6,1317,55,896,101,115,1,78,8,65,2,47,5,19,0,1,51,200,0,0,28.6,445,73,100,1801
45,0.288888889,5.822222222,22.06666667,217,5,88,47,1752,75,755,432,274,11,117,58,105,4,40,25,35,1,2,43,800,0,1,7,415,23,100,1403
92,0.279569892,5.741935484,21.04301075,30,0,12,5,8077,372,3541,1546,279,14,62,123,74,3,29,21,20,0,1,67,0,10,1,43,470,68,216,1859
80,0.283950617,9.197530864,20.03703704,25,0,13,0,721,19,421,79,71,4,36,11,36,3,18,7,19,0,2,45,600,50,1,7,658,68,216,1242
30,0.231521739,7.200615942,16.85764493,7,2,3,5,72,7,30,24,7,0,2,3,7,1,3,3,53,0,2,43,500,0,1,14.6,7,73,100,1801
1,0,10,10,12,0,6,0,291,4,168,33,37,0,25,1,25,0,17,0,30,0,1,15,900,50,0,27.8,64,106,90,327
9,0.222222222,8.888888889,9,1,0,1,0,146,6,83,12,3,1,2,1,2,1,2,1,42,0,1,18,300,0,1,14.2,268,68,62,527
90,0.274725275,2.483516484,21.93406593,34,0,19,0,1857,16,1083,72,77,0,45,0,98,0,57,1,36,0,2,27,700,10,1,43,644,68,110,917
26,0.346153846,5.269230769,20,166,5,69,40,2303,122,1001,524,170,10,63,53,68,5,20,24,65,0,2,40,700,0,0,7,618,73,62,940
