85,0.26744186,3.534883721,22.56976744,58,0,38,4,3647,70,2296,220,87,0,50,4,73,1,49,2,22,0,1,79,600,0,1,43,343,106,90,782,0
90,0.277777778,2.8,22,137,7,96,13,6592,170,3651,822,350,9,214,30,454,9,210,105,25,0,1,56,300,0,1,20.6,189,68,62,791,1
88,0.269662921,2.033707865,21.12359551,100,2,67,10,4259,171,2774,401,169,5,109,16,101,2,62,9,22,0,1,67,200,0,0,28.8,730,106,90,1407,0
42,0.285714286,9.523809524,19.07142857,68,1,44,5,1374,81,818,158,138,7,90,15,59,5,35,7,22,0,1,63,0,0,1,7,678,68,62,1314,0
17,0.294117647,7.941176471,21.41176471,24,0,5,9,666,42,185,211,49,2,11,18,35,2,7,17,37.4,0.4,2,27.6,480,108,1,28.8,774,68,62,978,1
30.8,0.27125255,8.038392492,17.77161431,30,2,7,19,602,34,284,155,45,1,10,22,58,4,14,33,36,0,2,33,0,0,0,19.8,22,68,100,927,1
90,0.285714286,1.384615385,22.31868132,56,0,20,18,1476,85,529,443,237,7,88,76,166,8,73,60,29,0.6,1,79,200,50,0,3,169,68,100,293,0
88,0.269662921,1.426966292,21.35955056,57,4,29,14,1517,59,793,245,94,4,57,13,134,7,81,22,23,0,1,15,100,0,1,21.4,1571,30,90,782,0
39,0.256410256,10,20.92307692,67,1,19,20,1063,57,360,311,72,1,16,17,43,3,13,13,20,0,2,48,300,0,1,12,124,68,62,1314,1
85,0.290697674,8.418604651,20.46511628,39,1,15,7,757,39,272,226,135,8,51,40,64,4,29,16,47,0,1,54,100,0,1,35.8,456,68,62,1891,1
61,0.295081967,9.885245902,21.60655738,450,21,196,107,5258,218,1999,1536,311,20,96,98,174,5,51,56,36,0,1,48,200,0,1,13.4,87,106,90,369,1
87,0.274153517,1.650424056,22.31411535,50,0,38,1,1404,15,914,56,120,0,91,4,201,1,140,4,26,0,1,47,100,160,1,43,563,106,90,2092,0
24,0.333333333,9.708333333,15.04166667,13,1,4,3,311,12,74,64,20,1,4,5,67,4,19,11,18,1,1,15,400,0,1,31,284,29,110,1741,1
64,0.28125,8.328125,20.359375,4,0,1,0,127,1,71,5,5,0,3,0,29,0,12,2,32,0,1,24,400,20,0,7,618,59,100,1736,0
24,0.333333333,7.708333333,14.45833333,18,0,15,1,443,10,312,21,39,0,30,1,39,0,31,1,25.4,0,1,49,340,22,0,21.4,704,106,90,1444,0
82,0.301204819,1.831325301,21.74698795,69,2,44,3,3496,71,1984,302,216,6,124,11,173,3,102,10,31,0,1,81,400,10,1,29.6,1154,68,100,1508,1
42,0.255813953,7.209302326,12.27906977,46,1,36,2,878,35,596,60,139,5,94,5,133,2,87,8,20,0,1,40,0,30,0,33,877,29,100,1974,0
92,0.279569892,3.52688172,22.6344086,34,4,13,12,10685,664,4439,2618,93,8,34,25,69,7,28,16,62,0.4,1,56,200,10,1,15.6,222,68,216,436,1
91,0.282608696,1.815217391,21.92391304,70,2,44,7,6978,233,3976,1015,240,14,135,32,243,9,138,38,24,0,1,73,500,20,1,7,674,68,216,1436,0
92,0.279569892,0.741935484,22.35483871,122,6,84,12,2160,56,1289,238,154,7,100,17,155,6,99,29,33,0,1,78,700,0,0,43,653,106,90,782,1
91,0.282608696,0.293478261,22.7826087,102,1,75,2,3375,51,2259,140,297,6,221,10,258,5,187,12,26,0,2,72,900,170,0,23.8,557,106,90,2135,0
92,0.279569892,1.268817204,22.27956989,49,0,30,0,1442,18,910,99,100,0,64,2,81,1,47,1,29,0,1,14,0,40,0,43,590,29,100,1395,0
5,0.8,14,16.4,5,0,2,3,6,0,2,3,5,0,2,3,4,0,2,2,18,0.6,2,7,500,10,1,24.4,85,106,90,782,1
75,0.289473684,7.105263158,20.75,418,15,204,74,6464,240,3031,1261,563,27,234,126,293,14,106,75,41,0,2,68.6,620,36,1,16.2,658,29,207,1356,1
92,0.279569892,4.397849462,22,188,4,97,24,4054,118,2041,656,168,4,67,39,79,1,30,17,29,0,1,81,0,0,1,35.8,685,68,110,68,0
67,0.294117647,8.367647059,19.72058824,34,0,12,6,3833,146,1377,1150,85,6,15,23,23,2,2,11,65,0.4,2,14,0,10,1,7,574,29,62,86,1
58,0.362068966,12.77586207,20.13793103,229,9,90,66,839,36,297,241,115,4,28,38,122,3,36,36,49,1,2,16,100,0,1,20.8,127,26,90,1610,1
1,0,19,19,12,1,2,5,441,34,165,133,16,2,3,7,10,0,0,5,59,0.4,1,45,300,0,1,22.4,33,68,100,2121,1
88,0.280898876,4.112359551,19.96629213,60,4,31,12,1119,33,630,150,71,4,40,12,78,3,50,9,21,0,1,56,400,0,1,43,612,68,216,1843,1
56,0.357142857,7.732142857,21.41071429,229,10,100,51,6326,248,2654,1492,246,7,93,58,206,4,83,54,60,1,2,21,600,10,1,23,264,73,62,2061,1
91,0.282608696,1.532608696,22.48913043,92,1,60,8,9420,346,5832,858,370,13,250,25,170,10,119,15,57,0,2,61,400,0,0,15.6,653,64,100,927,0
92,0.279569892,4.150537634,21.05376344,49,1,21,12,813,35,367,206,63,4,23,20,30,0,10,13,30,0,1,70,100,10,1,30,268,68,100,1472,0
91,0.282608696,8.760869565,20.35869565,112,7,48,36,2089,112,605,640,97,6,27,29,61,4,23,18,50,1,2,1,300,10,1,7,414,29,216,274,1
84,0.270588235,1.576470588,22.21176471,186,10,122,14,7837,354,4500,1114,301,14,188,25,85,3,48,8,57,0.4,2,66,800,0,1,7,403,106,90,772,0
41,0.292682927,0.804878049,22.75609756,23,0,18,0,699,10,454,31,43,1,30,0,26,0,18,0,26,0,1,53,100,0,1,37.2,66,106,90,782,0
86,0.275862069,3.770114943,22.62068966,120,2,69,9,5726,131,3245,518,124,1,63,12,93,2,45,15,26,0,2,67,900,0,1,43,1268,68,110,383,0
92,0.279569892,4.419354839,21.09677419,64,2,30,4,2162,50,1067,353,79,5,41,14,113,3,61,16,26,0.4,1,57,400,10,1,7,194,71,100,706,0
60,0.3,1.25,22.43333333,52,2,24,7,2304,67,1122,393,123,2,57,16,158,2,73,19,29,0.2,1,102,0,0,1,43,688,106,90,327,0
91,0.282608696,2.489130435,19.42391304,149,7,78,34,4211,129,2235,653,200,7,96,44,72,0,34,20,42,0,2,66,500,0,0,7,343,106,90,83,1
86,0.275862069,3.344827586,22.24137931,36,2,18,4,1861,83,1045,249,66,3,36,8,50,1,28,5,25,1,2,37,400,0,1,50,237,9,216,962,1
45,0.311111111,6.311111111,20.84444444,135,8,74,31,2274,93,978,550,163,11,60,59,136,9,40,51,28.4,0,1,36.2,320,10,1,13.4,566,26,90,369,1
85,0.302325581,2.441860465,22.43023256,293,11,161,34,4958,121,2728,548,281,13,145,46,189,6,101,36,29,0.2,2,68,300,0,0,41.4,162,106,90,782,0
45,0.311111111,5.066666667,22.04444444,281,21,135,68,2266,157,995,533,318,25,127,79,269,26,113,74,43,0.2,1,27,200,0,1,7,1707,73,62,1793,1
28,0.214285714,4.464285714,21.60714286,201,5,139,16,5080,161,3218,521,273,11,184,24,226,11,155,22,29,1,2,57,600,0,1,7,580,73,62,2036,1
31,0.290322581,9.870967742,19.29032258,13,1,7,3,284,18,110,39,18,2,8,3,133,11,72,24,34,1,2,7,600,50,1,23.4,1683,29,216,584,1
92,0.279569892,0.053763441,22.88172043,13,0,7,1,2343,51,1482,163,60,0,49,0,62,0,54,1,27,0,2,69,600,0,1,43,477,106,90,83,0
48,0.285714286,4.530612245,19.79591837,28,0,21,0,1063,11,637,47,28,0,15,0,28,0,18,2,33,0,1,59,0,0,1,39.8,413,73,62,335,0
89,0.277777778,1.388888889,22.56666667,54,1,38,4,5262,170,3039,640,213,3,125,17,368,9,228,45,29,0,2,80,200,0,1,21.4,613,68,62,2126,0
86,0.302325581,9.918604651,20.65116279,296,14,77,114,8330,434,2241,2944,372,22,71,160,241,10,29,111,31,1,1,56,500,0,0,28.6,500,73,216,1462,1
86,0.298850575,3.367816092,20.96551724,43,0,22,3,3752,93,2234,429,41,0,22,3,32,0,15,4,26,0,1,25,600,20,0,28.6,591,106,90,2279,0
89,0.288888889,5.922222222,20.92222222,83,2,36,19,7207,344,3562,1367,199,6,80,43,54,2,15,15,26,1,2,44,0,10,1,7,190,68,216,1151,1
23,0.260869565,5.52173913,21.69565217,113,1,46,27,881,39,376,212,99,4,37,28,76,2,30,15,43,0,1,113,700,0,1,29.6,470,73,110,1044,1
77,0.282051282,6.128205128,20.11538462,5,1,3,1,554,34,233,137,32,2,10,13,26,2,10,8,48,1,2,44,600,10,1,43,794,68,110,1637,1
86,0.298850575,1.24137931,22.43678161,126,7,49,42,6749,333,3023,1506,369,18,150,91,217,8,86,54,34,1,2,51,600,0,1,43,242,73,62,1314,1
92,0.279569892,8.591397849,22.11827957,27,3,22,1,432,23,208,80,59,5,38,4,20,0,12,0,18,0,1,14,300,0,1,14.2,697,29,100,1509,0
89,0.266666667,1.711111111,22.17777778,249,8,126,38,4086,79,2110,382,233,7,110,36,330,8,148,50,31,0,2,116,700,60,0,28.6,382,68,216,1913,1
16,0.25,8.3125,16.8125,39,2,26,4,448,10,265,43,48,1,29,5,52,4,35,6,21,0.2,2,34,100,10,1,35.8,112,26,90,1444,0
92,0.279569892,4.215053763,22.23655914,23,5,14,3,1825,117,1018,289,95,11,62,14,65,6,42,10,25,1,2,44,600,0,1,35.8,1317,68,216,747,1
31,0.290322581,6.032258065,19.5483871,67,2,40,10,1246,42,643,214,134,5,53,36,92,5,35,32,27.2,0,2,36,480,376,1,28.6,816,68,194,1795,1
82,0.265060241,1.795180723,22.42168675,96,5,58,13,2613,85,1364,455,225,10,105,39,309,14,149,71,25,0,1,71,700,0,1,22.8,655,23,110,1539,0
81,0.280487805,7.865853659,19.65853659,46,6,17,15,2448,97,975,533,123,6,41,38,41,3,13,13,24,0.4,2,46,600,0,1,7,206,29,62,936,1
63,0.328125,7.609375,18.046875,40,3,27,8,1073,40,660,92,87,6,61,7,34,2,27,1,19,0,2,8,300,150,0,28.6,405,30,90,782,0
91,0.282608696,3.206521739,18.0326087,136,9,49,45,2484,103,945,708,163,11,45,70,170,10,48,68,60,0.4,1,27,400,10,1,22.4,236,66,62,938,1
63,0.26984127,9.079365079,20.92063492,241,11,101,50,2291,104,853,605,203,9,84,38,91,3,45,23,33,0.4,2,11,600,30,1,7,134,29,62,316,1
92,0.279569892,5.301075269,21.1827957,188,6,120,25,7096,256,4043,1105,332,20,188,67,289,17,166,51,24,0,1,64,400,0,1,21.4,293,73,62,86,1
91,0.282608696,1.260869565,22.72826087,62,3,39,8,1571,35,936,150,190,6,108,24,166,6,95,26,29,0,2,21,0,50,1,13.4,135,23,100,2181,0
29,0.24137931,3.689655172,21.55172414,130,6,40,39,1519,54,456,359,241,10,53,87,188,8,49,38,62,0,1,22,0,10,1,28.6,205,29,62,2036,0
74,0.253333333,3.92,19.96,53,0,29,3,1524,42,927,147,78,2,47,9,79,2,42,8,28.4,0,2,66,0,100,1,43,599,106,90,782,0
50,0.32,8.28,18.24,55,1,15,16,760,34,192,262,65,1,12,22,78,0,16,34,61,1,2,11,400,0,1,43,236,38,90,772,1
40,0.243902439,11.14634146,17.29268293,11,0,6,1,297,4,178,16,18,0,13,0,24,0,19,1,33,0,2,49,400,40,0,35.8,613,68,100,1481,1
18,0.368421053,9.263157895,17.94736842,98,1,35,24,362,17,104,101,59,2,12,20,18,0,2,7,56,1,2,54,800,0,1,22.4,126,106,216,1191,1
88,0.292134831,1.078651685,22.37078652,84,0,45,7,11380,333,6343,1455,132,5,70,18,97,0,57,7,27,0.2,1,79,100,30,1,43,519,68,100,2051,0
62,0.290322581,4.741935484,20.77419355,143,8,91,15,2145,100,1206,279,239,13,130,45,179,13,86,43,21,0,2,68,100,10,1,7,377,68,62,254,0
92,0.279569892,3.107526882,22.32258065,15,1,7,1,2485,103,1032,624,37,2,13,7,34,2,14,6,39,1,2,21,500,0,1,21.4,638,68,62,335,0
26.8,0.217169889,9.788408062,18.53306458,7,0,1,2,4,0,1,1,6,0,1,1,4,0,1,1,67,0.4,1,81,900,0,1,21.4,4,29,62,1371,1
65,0.287878788,5.378787879,19.92424242,18,0,16,1,1380,38,982,73,65,0,58,3,66,0,58,2,20,0,2,29,800,10,1,43,1512,23,216,2150,0
13,0.307692308,12.76923077,17.76923077,28,2,7,13,265,16,80,95,30,2,7,13,30,1,5,10,32,0.2,1,98,800,0,1,22.8,190,29,62,1314,1
63,0.317460317,6.396825397,14.04761905,15,1,6,1,68,2,31,9,5,0,2,0,3,0,1,0,23,0.2,2,20,900,0,0,25,107,26,90,1610,1
90,0.285714286,9.67032967,20.72527473,18,0,9,4,4725,241,2027,956,67,4,26,13,87,3,37,15,25,1,2,37,700,0,1,21.4,365,68,62,381,1
89,0.292134831,10.04494382,19.51685393,87,7,17,33,3337,206,761,1324,136,9,25,58,61,3,10,35,36,1,1,33,500,0,1,12.8,309,68,110,539,1
84,0.294117647,2.588235294,22.28235294,243,8,159,26,7015,268,3824,915,431,26,240,62,137,7,59,26,27.4,0,1,53.4,440,18,1,16.2,547,29,100,845,0
90,0.285714286,3.395604396,22.58241758,7,1,6,2,1671,39,999,142,49,2,30,8,136,6,81,13,63,0,2,62,900,0,1,43,658,73,142,588,0
89,0.266666667,2.777777778,21.68888889,24,1,14,2,1672,35,1007,99,56,0,31,2,23,0,11,1,28,0.4,2,61,400,0,1,24,165,68,110,1058,0
91,0.282608696,0.782608696,22.61956522,63,4,34,11,1351,39,792,138,100,7,60,13,41,2,22,4,27,0,1,77,100,0,1,35.2,666,68,100,800,1
77,0.294871795,5.679487179,20.67948718,221,14,125,33,7495,307,3912,1238,257,17,125,50,244,14,129,39,20,0,1,21,600,60,1,22.4,306,73,62,936,0
92,0.279569892,0.76344086,22.11827957,332,10,196,26,7308,193,4176,924,474,15,278,56,201,6,134,15,64,0.4,2,55,800,0,1,21.6,179,23,100,1126,1
30.2,0.314802149,7.178934329,19.85741038,1,0,0,0,6,0,3,0,25.4,0.8,6.6,7.2,1,0,0,0,58,0.2,2,1,700,10,0,28.6,92,106,90,702,1
32,0.25,6.96875,19.71875,47,1,27,4,568,13,300,56,15,0,3,3,27,1,9,5,18,0,2,22,200,0,1,31.2,114,73,100,1190,1
85,0.26744186,2.88372093,20.41860465,20,0,11,1,570,7,341,36,53,0,33,2,41,0,22,1,39,0,2,45,700,60,1,43,472,73,216,1839,1
41,0.292682927,8.170731707,19.70731707,33,2,5,12,737,32,283,174,62,2,6,17,51,2,7,18,52,1,2,49,400,0,0,16,224,73,100,1974,1
77,0.269230769,2.884615385,19.1025641,265,10,184,15,2918,82,1873,197,316,7,207,19,250,6,170,17,19,0,2,19,0,30,1,7,119,39,216,23,0
51,0.294117647,2.078431373,20.52941176,119,9,48,33,3256,174,1327,857,195,13,63,61,181,8,59,46,62,1,1,66,400,0,1,36,230,68,216,1729,1
52,0.307692308,1.384615385,21.53846154,80,4,57,6,1064,42,706,72,146,8,100,10,86,3,55,5,30,0,1,21,0,10,1,21.4,106,23,216,1600,0
92,0.279569892,1.849462366,21.03225806,158,0,101,17,6350,180,3534,719,295,6,183,37,238,4,136,31,21,0,2,64,0,30,1,43,255,106,90,1610,0
74,0.293333333,3.2,21.66666667,18,0,8,2,10535,363,5104,1650,63,1,27,7,46,1,21,3,62,1,2,50,300,0,1,16.6,400,68,216,711,1
20.6,0.2267507,7.822368947,18.3914966,23,2,6,12,154,9,46,57,17,2,5,11,20,2,6,11,29,1,2,23,500,0,0,7,226,68,100,1683,1
22,0.388731444,10.19156545,16.94163293,8,1,5,0,93,6,62,6,15,1,5,0,12,1,8,0,66,0.2,2,18,900,0,0,11,49,68,100,927,1
71,0.263888889,5.125,20.38888889,37,1,26,0,1280,22,776,83,31,0,18,0,47,1,27,0,23,0,1,63,100,0,0,7,313,68,62,1398,1
6,0.5,15.5,18.33333333,19.4,1.4,7.4,5.4,60,6,36,12,1,1,1,0,1,1,1,0,31,0.2,2,11,900,0,1,22.8,527,73,100,1126,1
2,0.5,13.5,15.5,48,4,12,17,834,53,230,307,58,4,18,21,33,1,8,10,33,0.4,1,13,100,0,1,7,49,29,62,636,1
68,0.294117647,7.073529412,17.86764706,52,4,32,6,2478,122,1462,281,67,3,40,3,83,5,52,10,45,0,2,35,600,0,1,43,206,73,62,480,1
17,0.294117647,3.823529412,20.70588235,42,0,16,1,851,19,378,125,88,2,40,9,173,2,85,14,31,0,2,35,800,50,1,20,35,74,100,1114,1
90,0.285714286,6.340659341,19,19,0,11,1,602,36,290,120,31,2,16,7,41,5,26,8,44,0,1,11,200,0,1,13.4,425,68,216,554,1
92,0.279569892,8.172043011,21.31182796,41,0,32,2,2051,39,1227,185,60,1,42,4,25,0,16,2,25,0,1,25,300,760,1,36.8,767,29,110,159,0
49,0.387755102,10.42857143,17.85714286,45,2,6,16,532,26,96,199,42,2,3,16,25,0,1,11,54,1,1,9,500,0,1,7,231,66,100,895,1
85,0.244186047,2.674418605,21.74418605,22,0,10,5,1720,43,940,237,178,4,81,24,105,4,55,15,27,0,2,14,400,10,1,7,449,29,216,460,0
82,0.280487805,0.87804878,22.17073171,150,2,100,2,7361,104,4623,401,285,2,183,5,312,4,199,17,42,0,2,97,500,40,0,43,477,68,62,2126,0
16,0.375,11.3125,15.375,9.4,0.4,5.2,1.8,39,0,11,14,14,0,2,4,13,0,2,5,37,0.4,2,18,0,10,0,3,135,29,100,1633,1
60,0.25,4.983333333,19.36666667,58,0,33,5,1111,15,614,90,112,2,66,10,110,1,58,7,23,0.2,2,69,900,0,1,43,351,106,90,2279,0
58,0.271186441,2.728813559,19.91525424,100,1,63,10,1410,36,882,103,189,6,122,19,101,2,66,12,27,0,1,23,0,80,1,43,708,66,100,216,0
86,0.275862069,2.275862069,21.90804598,97,1,56,8,918,29,507,106,162,1,99,12,96,1,60,6,29,0,2,71,500,0,1,22.4,764,68,62,381,0
19.2,0.291482537,9.046927092,18.19562105,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,29,0.4,1,4,500,0,0,16,1,29,100,852,1
34,0.294117647,2,21.79411765,112,4,68,4,2968,154,1833,292,205,12,138,12,107,5,66,14,67,1,2,58,800,0,1,43,595,76,90,2135,1
53,0.301886792,6.886792453,19.05660377,107,1,70,12,1312,44,673,194,161,7,87,28,205,13,103,38,25,0,2,16,800,60,1,20,86,68,216,23,0
84,0.273809524,0.55952381,22.69047619,20,1,16,2,995,26,612,90,39,4,28,5,35,1,23,4,28,0,1,65,700,10,1,35.8,366,106,90,83,0
52,0.269230769,3,22.44230769,254,4,148,29,3180,114,1653,572,319,8,185,53,328,10,181,70,28,0,1,40,700,70,0,28.6,781,68,100,834,1
82,0.265060241,3.43373494,20.8313253,73,1,36,4,1880,49,996,218,102,0,47,5,197,4,105,20,26,0,2,71,0,430,1,7,545,68,62,342,0
89,0.277777778,2.355555556,22.66666667,68,1,42,1,3774,97,2256,307,112,1,77,0,94,2,62,2,27,0,2,83,800,0,1,21.4,677,68,216,1462,0
50,0.28,1.16,22.02,235,4,139,24,4210,122,2142,754,139,2,64,31,192,2,104,16,22,0,1,82,600,50,1,20,82,106,90,237,1
84,0.285714286,6.595238095,21.29761905,219,12,131,26,8049,385,4324,1426,375,20,205,50,372,15,226,48,42,1,2,72,600,0,1,22.4,211,73,100,496,0
12,0,13.66666667,14.33333333,7,1,1,2,5,1,1,1,6,1,1,2,1,0,0,0,38,0,2,3,500,0,1,16.8,82,73,216,1634,1
38,0.289473684,5.5,15.81578947,38,1,25,1,722,4,489,19,53,1,35,2,17,1,9,0,47,0.2,2,12,800,0,1,43,83,30,90,782,1
14.4,0.261727273,9.616727273,18.40104545,9,0,0,1,11,0,1,3,17,1,3,6,65,1,9,25,47,0.2,1,5,700,0,1,7,0,29,62,2036,1
65,0.338461538,5.061538462,20.61538462,207,9,119,38,6611,379,3705,1035,512,36,281,94,116,8,70,22,25.2,0.4,2,48.8,480,4,0,24.4,592,68,62,1448,1
92,0.279569892,0.602150538,21.55913978,10,0,3,0,597,16,356,31,45,1,24,1,52,0,29,1,39,0,1,81,400,0,1,43,587,68,62,1924,1
